"Basal Exp (GFP, au)","4-OHT Induced Exp (GFP, au)","GZV Induced Exp (GFP, au)","Dual Induced Exp (GFP, au)",No. of Barcodes (basal),No. of Barcodes (4-OHT),No. of Barcodes (GZV),No. of Barcodes (Dual),No. of Binding sites,Binding site pattern,Core prom,Term spacing reporter,Prom. SynTF A,AD SynTF A,IDR SynTF A,ZF Affinity SynTF A,Term spacing SynTF A,Prom. SynTF B,AD SynTF B,IDR SynTF B,ZF Affinity SynTF B,Term spacing SynTF B,Orientation
1.98E+05,48891,1.06E+05,1.95E+05,1,1,1,1,3,1,1,1,1,3,1,3,1,4,1,1,1,1,1
0,0,1.98E+05,1.98E+05,0,0,1,1,2,4,1,1,1,3,1,3,1,4,1,1,1,1,1
824.47,897.45,8092,6478.1,2,2,2,2,3,1,2,1,1,3,1,3,1,4,1,1,1,1,1
980.32,8621.1,27295,6513.2,1,4,3,1,3,1,1,1,3,2,2,3,1,4,1,1,1,1,1
8092,8877.5,12832,15552,2,2,4,4,1,2,1,1,3,2,2,3,1,4,1,1,1,1,1
0,1.98E+05,55583,0,0,1,1,0,2,3,1,1,3,2,2,3,1,4,1,1,1,1,1
0,0,8092,8092,0,0,1,1,1,4,1,1,3,2,2,3,1,4,1,1,1,1,1
4597.9,13106,10783,38173,2,4,3,3,2,4,1,1,3,2,2,3,1,4,1,1,1,1,1
0,0,56885,68243,0,0,2,2,1,1,2,1,3,2,2,3,1,4,1,1,1,1,1
0,0,0,14728,0,0,0,2,3,1,2,1,3,2,2,3,1,4,1,1,1,1,1
0,0,0,330.41,0,0,0,1,3,2,2,1,3,2,2,3,1,4,1,1,1,1,1
586.48,890.17,959.53,2565.7,1,1,1,1,1,1,1,1,2,1,1,4,1,4,1,1,1,1,1
7703.3,30451,90765,1.75E+05,16,19,18,18,2,1,1,1,2,1,1,4,1,4,1,1,1,1,1
10925,49764,1.47E+05,1.90E+05,13,13,13,13,3,1,1,1,2,1,1,4,1,4,1,1,1,1,1
8189.4,65734,17630,44652,7,6,7,4,1,2,1,1,2,1,1,4,1,4,1,1,1,1,1
4020,1.14E+05,87925,1.19E+05,9,9,9,9,3,3,1,1,2,1,1,4,1,4,1,1,1,1,1
12209,0,10479,98297,1,0,1,1,1,4,1,1,2,1,1,4,1,4,1,1,1,1,1
11893,1.56E+05,73444,1.81E+05,49,45,41,49,2,4,1,1,2,1,1,4,1,4,1,1,1,1,1
3940,1.65E+05,1.26E+05,1.61E+05,1,1,1,1,3,4,1,1,2,1,1,4,1,4,1,1,1,1,1
584.34,921.99,897.29,2670.7,4,7,7,6,1,1,2,1,2,1,1,4,1,4,1,1,1,1,1
959.53,0,0,0,2,0,0,0,2,1,2,1,2,1,1,4,1,4,1,1,1,1,1
317.17,1337.8,8558.8,24024,28,22,28,10,3,1,2,1,2,1,1,4,1,4,1,1,1,1,1
447.11,6509.2,1354.7,13038,16,12,17,14,3,2,2,1,2,1,1,4,1,4,1,1,1,1,1
501.66,2175.2,2605.9,18848,9,9,9,8,3,3,2,1,2,1,1,4,1,4,1,1,1,1,1
756.39,1224.1,640.64,1133.8,1,1,1,1,1,1,2,1,3,3,1,4,1,4,1,1,1,1,1
317.25,535.66,2350.5,2068.4,1,1,1,1,3,3,2,1,3,2,2,4,1,4,1,1,1,1,1
7256.9,13999,74154,1.71E+05,3,2,2,2,2,1,1,1,3,3,2,4,1,4,1,1,1,1,1
5241.8,22889,72562,67886,8,8,10,8,3,1,1,1,3,3,2,4,1,4,1,1,1,1,1
4329.3,15133,4997.8,10151,3,3,2,3,1,2,1,1,3,3,2,4,1,4,1,1,1,1,1
1631.8,58234,23499,68243,2,2,2,1,2,3,1,1,3,3,2,4,1,4,1,1,1,1,1
68243,0,0,0,1,0,0,0,3,3,1,1,3,3,2,4,1,4,1,1,1,1,1
2779.4,24323,24974,1.76E+05,38,51,55,47,2,4,1,1,3,3,2,4,1,4,1,1,1,1,1
696.17,901.75,540.47,879.96,9,10,12,13,1,1,2,1,3,3,2,4,1,4,1,1,1,1,1
948.2,893.64,5505.2,6140.5,7,7,5,8,3,1,2,1,3,3,2,4,1,4,1,1,1,1,1
617.76,7132,701.89,8414.4,9,10,9,10,3,2,2,1,3,3,2,4,1,4,1,1,1,1,1
614.72,6014.8,5921.3,49025,5,5,4,2,3,3,2,1,3,3,2,4,1,4,1,1,1,1,1
0,0,42545,68243,0,0,1,1,1,1,3,1,3,3,2,4,1,4,1,1,1,1,1
352.83,494.89,5247.9,5034.6,1,1,1,1,3,1,3,1,3,3,2,4,1,4,1,1,1,1,1
3064,7623.6,0,8250.2,1,1,0,1,1,2,1,1,5,3,2,4,1,4,1,1,1,1,1
0,23499,72248,68243,0,1,1,1,3,3,1,1,5,3,2,4,1,4,1,1,1,1,1
2403.7,24444,99336,1.98E+05,1,1,1,1,2,4,1,1,5,3,2,4,1,4,1,1,1,1,1
33536,1.61E+05,14506,1.10E+05,1,1,1,1,2,4,1,1,1,2,2,5,1,4,1,1,1,1,1
67490,1.27E+05,1.98E+05,79396,1,1,1,1,3,1,1,1,3,4,1,1,1,5,1,1,1,1,1
1.25E+05,13803,1670,2.01E+05,3,2,3,4,1,2,1,1,3,4,1,1,1,5,1,1,1,1,1
330.41,0,959.53,1.98E+05,1,0,1,1,1,4,1,1,3,4,1,1,1,5,1,1,1,1,1
869.43,5869.9,865.96,18118,6,7,6,11,1,1,2,1,3,4,1,1,1,5,1,1,1,1,1
14790,23273,6484.4,14800,6,6,6,6,3,2,2,1,3,4,1,1,1,5,1,1,1,1,1
2786.5,20184,839.49,26901,4,4,8,8,2,3,2,1,3,4,1,1,1,5,1,1,1,1,1
15550,16686,10172,7662,25,26,25,23,3,4,2,1,3,4,1,1,1,5,1,1,1,1,1
0,0,0,68243,0,0,0,1,1,1,3,1,3,4,1,1,1,5,1,1,1,1,1
340.49,588.89,959.53,397.77,1,1,1,1,3,4,3,1,3,4,1,1,1,5,1,1,1,1,1
23107,11431,8388,13017,1,1,1,1,3,4,2,1,4,4,1,1,1,5,1,1,1,1,1
0,14383,2786.5,0,0,1,1,0,3,4,3,1,4,4,1,1,1,5,1,1,1,1,1
0,0,0,68243,0,0,0,1,1,1,2,1,3,4,1,2,1,5,1,1,1,1,1
10957,468.58,330.41,0,2,2,1,0,3,4,2,1,3,4,1,2,1,5,1,1,1,1,1
866.66,693.38,920.15,959.53,1,1,1,1,3,1,1,1,3,2,2,2,1,5,1,1,1,1,1
3213.4,2795.5,2671.1,1922.2,21,16,20,17,1,2,1,1,3,2,2,2,1,5,1,1,1,1,1
0,68243,0,0,0,1,0,0,1,4,1,1,3,2,2,2,1,5,1,1,1,1,1
283.01,486.58,401.83,645.74,18,26,13,18,1,1,2,1,3,2,2,2,1,5,1,1,1,1,1
409.93,751.82,627.9,764.94,4,4,4,4,3,2,2,1,3,2,2,2,1,5,1,1,1,1,1
445.94,484.94,568.62,782.69,4,4,4,4,2,3,2,1,3,2,2,2,1,5,1,1,1,1,1
979.91,649.05,955.74,37518,50,53,45,46,3,4,2,1,3,2,2,2,1,5,1,1,1,1,1
379.68,488.37,564.59,656.35,1,1,1,1,3,2,3,1,3,2,2,2,1,5,1,1,1,1,1
2737,8394.8,1262.3,6760.9,3,3,3,1,1,2,1,1,1,3,2,2,1,5,1,1,1,1,1
941.35,39384,959.53,4333.5,1,1,1,1,3,2,2,1,1,3,2,2,1,5,1,1,1,1,1
18578,0,1556.4,68243,1,0,1,1,2,3,2,1,1,3,2,2,1,5,1,1,1,1,1
649.95,6664.6,729.57,3712.5,2,2,2,1,3,4,2,1,1,3,2,2,1,5,1,1,1,1,1
2115,58189,27589,52539,3,3,3,3,3,1,1,1,2,2,2,3,1,5,1,1,1,1,1
1439.5,79358,9005.9,1.55E+05,10,12,12,10,1,2,1,1,2,2,2,3,1,5,1,1,1,1,1
374.06,1479.7,518.82,7654.6,24,21,21,21,1,1,2,1,2,2,2,3,1,5,1,1,1,1,1
2151.9,22000,1119.3,41522,4,4,4,4,3,2,2,1,2,2,2,3,1,5,1,1,1,1,1
0,0,288.16,77077,0,0,2,3,2,3,2,1,2,2,2,3,1,5,1,1,1,1,1
340.35,57496,634.76,59614,24,19,26,23,3,4,2,1,2,2,2,3,1,5,1,1,1,1,1
1626.6,25280,5375.6,46858,2,1,2,1,3,1,1,1,1,3,2,4,1,5,1,1,1,1,1
2704.3,8050.6,39013,5839.6,14,14,15,9,1,2,1,1,1,3,2,4,1,5,1,1,1,1,1
408.89,872.48,876.99,824.32,7,4,3,10,1,1,2,1,1,3,2,4,1,5,1,1,1,1,1
861.78,3116.6,613.2,5096.8,3,4,4,4,3,2,2,1,1,3,2,4,1,5,1,1,1,1,1
326.49,669.69,949.67,827.36,1,1,1,1,1,3,2,1,1,3,2,4,1,5,1,1,1,1,1
18578,0,1556.4,68243,1,0,1,1,2,3,2,1,1,3,2,4,1,5,1,1,1,1,1
454.82,5464.9,680.66,5498,34,43,37,46,3,4,2,1,1,3,2,4,1,5,1,1,1,1,1
330.41,379.08,524.97,959.53,2,1,1,1,1,1,3,1,1,3,2,4,1,5,1,1,1,1,1
0,23499,0,0,0,1,0,0,1,4,1,2,1,3,2,4,1,5,1,1,1,1,1
959.53,0,0,0,2,0,0,0,1,2,1,1,3,2,1,2,2,5,1,1,1,1,1
0,23499,959.53,23499,0,3,3,3,3,2,2,1,3,2,1,2,2,5,1,1,1,1,1
8232,45379,1330.1,55950,2,2,2,2,1,1,1,1,2,1,1,1,3,5,1,1,1,1,1
0,23499,0,0,0,1,0,0,3,1,1,1,2,5,1,1,1,1,2,1,1,1,1
4913.4,345.86,713.22,113.78,4,2,2,2,2,4,1,1,4,2,2,1,1,1,2,1,1,1,1
6870.7,0,2786.5,4403,2,0,2,3,3,2,2,1,4,2,2,1,1,1,2,1,1,1,1
795.72,1499.5,2171.6,179.71,1,1,1,1,2,3,2,1,2,5,2,1,1,1,2,1,1,1,1
959.53,1045.6,959.53,7796,1,1,1,1,3,2,2,1,4,1,1,2,1,1,2,1,1,1,1
5512,239.27,19021,1253.3,14,13,12,13,2,1,3,1,2,2,1,2,1,1,2,1,1,1,1
2786.5,25782,68243,57807,3,7,10,7,3,1,3,1,2,2,1,2,1,1,2,1,1,1,1
7568.8,8259,10342,8405.1,9,9,9,11,1,2,3,1,2,2,1,2,1,1,2,1,1,1,1
4134.8,7332.6,8201.4,23891,7,7,12,12,2,3,3,1,2,2,1,2,1,1,2,1,1,1,1
0,8092,1.44E+05,0,0,1,1,0,3,3,3,1,2,2,1,2,1,1,2,1,1,1,1
8368.8,3231.1,9783.5,10912,2,10,5,5,3,4,3,1,2,2,1,2,1,1,2,1,1,1,1
0,38667,0,0,0,4,0,0,2,1,1,1,4,3,1,2,1,1,2,1,1,1,1
27424,4550.9,43122,67642,3,4,11,7,3,1,1,1,4,3,1,2,1,1,2,1,1,1,1
2929.4,2240.5,4009.1,4145.7,5,8,5,7,1,2,1,1,4,3,1,2,1,1,2,1,1,1,1
2359.1,2435.4,2786.5,3621.2,1,1,1,1,1,4,1,1,4,3,1,2,1,1,2,1,1,1,1
4053.2,4889.6,3607.9,7153.7,13,11,10,13,2,4,1,1,4,3,1,2,1,1,2,1,1,1,1
0,362.15,385.35,490.34,0,5,5,7,1,1,2,1,4,3,1,2,1,1,2,1,1,1,1
869.11,524.66,959.53,1730.7,1,1,1,1,3,1,2,1,4,3,1,2,1,1,2,1,1,1,1
8092,1709.3,778.26,13886,1,3,3,2,3,2,2,1,4,3,1,2,1,1,2,1,1,1,1
0,1.98E+05,0,2786.5,0,1,0,1,3,3,2,1,4,3,1,2,1,1,2,1,1,1,1
0,0,693.44,0,0,0,1,0,1,1,3,1,4,3,1,2,1,1,2,1,1,1,1
50875,0,0,0,1,0,0,0,3,1,3,1,2,4,1,2,1,1,2,1,1,1,1
1933.3,0,0,0,2,0,0,0,2,1,2,1,2,5,1,2,1,1,2,1,1,1,1
0,0,330.41,2786.5,0,0,2,2,3,3,2,1,2,5,1,2,1,1,2,1,1,1,1
8303.6,1.98E+05,18145,1.62E+05,2,2,2,2,3,1,3,1,1,4,2,2,1,1,2,1,1,1,1
68243,0,45131,1.98E+05,1,0,1,1,3,4,3,1,1,4,2,2,1,1,2,1,1,1,1
7659,19979,5947.3,35677,6,6,6,6,3,1,1,1,4,4,2,2,1,1,2,1,1,1,1
0,0,330.41,68243,0,0,1,1,1,2,1,1,4,4,2,2,1,1,2,1,1,1,1
1.13E+05,68243,0,1.98E+05,5,5,0,5,2,4,1,1,4,4,2,2,1,1,2,1,1,1,1
8092,0,0,0,2,0,0,0,1,1,2,1,4,4,2,2,1,1,2,1,1,1,1
0,0,0,8092,0,0,0,1,3,2,2,1,4,4,2,2,1,1,2,1,1,1,1
330.41,0,1635.6,8092,2,0,4,2,3,3,2,1,4,4,2,2,1,1,2,1,1,1,1
23499,0,68243,0,1,0,1,0,2,1,1,1,2,5,2,2,1,1,2,1,1,1,1
15450,95146,1.03E+05,29625,28,15,20,17,3,1,1,1,2,5,2,2,1,1,2,1,1,1,1
13467,57564,8272.9,1524.3,12,9,16,6,1,2,1,1,2,5,2,2,1,1,2,1,1,1,1
58246,31195,97698,68243,8,7,8,4,2,3,1,1,2,5,2,2,1,1,2,1,1,1,1
14564,62179,8447,0,1,1,3,0,1,4,1,1,2,5,2,2,1,1,2,1,1,1,1
873.86,1392.3,2054.6,183.47,32,25,30,22,2,1,2,1,2,5,2,2,1,1,2,1,1,1,1
0,8092,2292.5,8092,0,2,2,2,3,1,2,1,2,5,2,2,1,1,2,1,1,1,1
5259.9,2786.5,1548.4,0,1,1,1,0,2,3,2,1,2,5,2,2,1,1,2,1,1,1,1
2642.7,6153.7,6138.9,4298.5,24,14,24,13,3,3,2,1,2,5,2,2,1,1,2,1,1,1,1
795.72,1499.5,2171.6,179.71,1,1,1,1,2,1,3,1,2,5,2,2,1,1,2,1,1,1,1
0,0,8092,0,0,0,1,0,3,3,3,1,2,5,2,2,1,1,2,1,1,1,1
3194.8,6636.9,5633.6,67871,7,7,6,6,3,1,1,1,3,5,2,2,1,1,2,1,1,1,1
337.03,7603.9,977.51,7953.7,3,4,2,3,3,3,2,1,3,5,2,2,1,1,2,1,1,1,1
0,0,1.98E+05,0,0,0,5,0,1,2,1,1,4,1,1,3,1,1,2,1,1,1,1
2849.2,2622,4885.9,9332.3,11,8,11,11,2,4,1,1,4,1,1,3,1,1,2,1,1,1,1
0,0,0,1.98E+05,0,0,0,1,1,1,2,1,4,1,1,3,1,1,2,1,1,1,1
816.09,407.18,4163.9,5097.1,1,1,1,1,3,1,2,1,4,1,1,3,1,1,2,1,1,1,1
557.26,738.63,816.56,970.35,1,1,1,1,3,2,2,1,4,1,1,3,1,1,2,1,1,1,1
839.13,1455.4,3017.9,1.75E+05,6,7,4,7,3,3,2,1,4,1,1,3,1,1,2,1,1,1,1
0,113.78,182.7,68243,0,1,1,1,3,1,1,1,5,3,1,3,1,1,2,1,1,1,1
2735.1,4370.1,8783.2,1465.4,4,12,7,15,2,1,3,1,3,1,2,3,1,1,2,1,1,1,1
959.53,23499,58137,68243,1,1,1,1,3,1,3,1,3,1,2,3,1,1,2,1,1,1,1
0,0,0,2786.5,0,0,0,1,1,2,3,1,3,1,2,3,1,1,2,1,1,1,1
1558.4,1901.1,4487,5241.8,7,7,7,7,2,3,3,1,3,1,2,3,1,1,2,1,1,1,1
345.53,853.71,2786.5,2328.2,1,1,1,1,1,4,3,1,3,1,2,3,1,1,2,1,1,1,1
993.47,1.98E+05,387.21,451.83,4,1,3,3,3,4,3,1,3,1,2,3,1,1,2,1,1,1,1
3892.1,3277.9,9197.6,60238,4,8,4,6,2,1,1,1,4,1,2,3,1,1,2,1,1,1,1
8000.2,14510,14800,50951,6,16,13,7,3,1,1,1,4,1,2,3,1,1,2,1,1,1,1
1467.8,994.09,2929.3,4464.1,20,23,25,16,1,2,1,1,4,1,2,3,1,1,2,1,1,1,1
923.98,1016,2302,826.57,2,4,4,1,1,4,1,1,4,1,2,3,1,1,2,1,1,1,1
2555.2,3002,7485.9,17702,41,33,33,35,2,4,1,1,4,1,2,3,1,1,2,1,1,1,1
393.82,657.33,935.51,509.21,9,11,12,12,1,1,2,1,4,1,2,3,1,1,2,1,1,1,1
2298.3,964.92,1347.4,734.43,6,7,17,8,3,1,2,1,4,1,2,3,1,1,2,1,1,1,1
971.16,961.9,957.19,3609.2,11,5,14,12,3,2,2,1,4,1,2,3,1,1,2,1,1,1,1
0,0,959.53,959.53,0,0,1,1,1,3,2,1,4,1,2,3,1,1,2,1,1,1,1
502.41,1084.3,1624.2,1362.5,8,6,5,9,3,3,2,1,4,1,2,3,1,1,2,1,1,1,1
2786.5,959.53,410.6,622.71,1,1,1,1,3,1,3,1,4,1,2,3,1,1,2,1,1,1,1
0,0,0,959.53,0,0,0,1,3,3,3,1,4,1,2,3,1,1,2,1,1,1,1
0,0,0,959.53,0,0,0,1,2,1,3,1,5,1,2,3,1,1,2,1,1,1,1
1392,0,0,959.53,1,0,0,1,2,4,1,1,1,4,2,3,1,1,2,1,1,1,1
835.6,2416.5,3160.9,4021,5,5,5,5,2,1,1,1,4,4,2,3,1,1,2,1,1,1,1
3596.6,0,0,1.97E+05,2,0,0,2,3,1,1,1,4,4,2,3,1,1,2,1,1,1,1
3760.5,36054,71334,72602,1,1,1,1,2,3,1,1,4,4,2,3,1,1,2,1,1,1,1
1739.4,2674.6,8806.4,936.37,15,10,9,17,2,4,1,1,4,4,2,3,1,1,2,1,1,1,1
0,29179,959.53,2786.5,0,8,4,4,1,1,2,1,4,4,2,3,1,1,2,1,1,1,1
896.37,23499,717.77,23499,1,1,1,1,3,2,2,1,4,4,2,3,1,1,2,1,1,1,1
330.41,1060,2905.6,36294,2,5,5,5,3,3,2,1,4,4,2,3,1,1,2,1,1,1,1
0,45629,0,0,0,1,0,0,1,1,3,1,4,4,2,3,1,1,2,1,1,1,1
810.81,767.62,2369.5,13380,1,1,1,1,3,3,2,1,5,4,2,3,1,1,2,1,1,1,1
1856.4,4343.8,7635.7,68973,13,1,1,1,2,1,1,1,4,1,1,4,1,1,2,1,1,1,1
4178.3,9822.2,33412,80541,1,1,1,1,3,1,1,1,4,1,1,4,1,1,2,1,1,1,1
1903.6,2223.8,2572.9,8092,11,11,11,11,1,2,1,1,4,1,1,4,1,1,2,1,1,1,1
8092,0,0,0,1,0,0,0,3,3,1,1,4,1,1,4,1,1,2,1,1,1,1
1994,2531.7,2873.4,7919.5,2,2,2,2,1,4,1,1,4,1,1,4,1,1,2,1,1,1,1
1967.3,15255,3004.3,38752,1,1,1,1,2,4,1,1,4,1,1,4,1,1,2,1,1,1,1
8092,755.51,720.85,754.76,5,5,11,3,1,1,2,1,4,1,1,4,1,1,2,1,1,1,1
0,0,0,1.98E+05,0,0,0,1,3,1,2,1,4,1,1,4,1,1,2,1,1,1,1
957.03,4747.3,1003.6,8558.4,19,14,14,6,3,2,2,1,4,1,1,4,1,1,2,1,1,1,1
0,1154.7,38788,1.10E+05,0,1,5,5,3,3,2,1,4,1,1,4,1,1,2,1,1,1,1
0,23499,0,0,0,1,0,0,1,1,3,1,4,1,1,4,1,1,2,1,1,1,1
545.6,330.41,959.53,0,1,1,1,0,2,4,1,1,5,1,1,4,1,1,2,1,1,1,1
8291.3,113.78,19600,649.01,1,1,1,1,2,1,3,1,2,2,1,4,1,1,2,1,1,1,1
656.62,6275.5,1074.1,11670,1,1,1,1,3,4,1,1,5,3,1,4,1,1,2,1,1,1,1
68243,0,0,0,1,0,0,0,2,1,3,1,2,4,1,4,1,1,2,1,1,1,1
50875,0,0,0,2,0,0,0,3,1,3,1,2,4,1,4,1,1,2,1,1,1,1
23499,0,27007,68243,3,0,3,3,1,2,3,1,2,4,1,4,1,1,2,1,1,1,1
64741,25782,70908,68243,4,3,4,3,2,3,3,1,2,4,1,4,1,1,2,1,1,1,1
1.50E+05,0,1.91E+05,0,1,0,1,0,3,4,3,1,2,4,1,4,1,1,2,1,1,1,1
64202,25782,57026,68243,1,1,1,1,2,3,3,2,2,4,1,4,1,1,2,1,1,1,1
22631,71499,71182,3933,1,1,1,2,3,1,3,1,2,2,2,4,1,1,2,1,1,1,1
0,38093,68243,37473,0,2,2,2,2,3,3,1,2,2,2,4,1,1,2,1,1,1,1
19800,0,63977,68243,1,0,1,1,3,3,3,1,2,2,2,4,1,1,2,1,1,1,1
18974,8092,1.16E+05,1.98E+05,2,1,2,1,3,4,3,1,2,2,2,4,1,1,2,1,1,1,1
23071,959.53,60653,49573,2,4,6,2,2,1,1,1,4,3,2,4,1,1,2,1,1,1,1
8668.3,1853.6,60225,8115.2,2,4,6,3,3,1,1,1,4,3,2,4,1,1,2,1,1,1,1
23499,0,31796,0,2,0,3,0,3,3,1,1,4,3,2,4,1,1,2,1,1,1,1
9752.4,16161,32838,23442,14,11,8,7,2,4,1,1,4,3,2,4,1,1,2,1,1,1,1
1371.7,0,1016.9,925.05,16,0,16,14,1,1,2,1,4,3,2,4,1,1,2,1,1,1,1
535.35,1159.7,1065.4,1292.4,2,2,2,2,3,1,2,1,4,3,2,4,1,1,2,1,1,1,1
0,8092,0,0,0,1,0,0,3,2,2,1,4,3,2,4,1,1,2,1,1,1,1
579.96,2669.6,1745.8,542.13,3,3,5,2,3,3,2,1,4,3,2,4,1,1,2,1,1,1,1
7438.6,9548.5,7488.7,46524,6,5,4,7,2,1,3,1,1,4,2,4,1,1,2,1,1,1,1
10541,1.17E+05,16552,1.35E+05,7,7,7,7,3,1,3,1,1,4,2,4,1,1,2,1,1,1,1
8239.7,2025,5363.7,18822,7,4,8,4,1,2,3,1,1,4,2,4,1,1,2,1,1,1,1
68243,0,45131,1.98E+05,1,0,1,1,3,3,3,1,1,4,2,4,1,1,2,1,1,1,1
54844,113.78,26558,65776,3,1,6,3,3,4,3,1,1,4,2,4,1,1,2,1,1,1,1
2786.5,0,0,2786.5,1,0,0,1,3,1,1,1,1,5,2,4,1,1,2,1,1,1,1
68243,113.78,7407.2,22044,1,1,1,3,1,2,1,1,1,5,2,4,1,1,2,1,1,1,1
68243,68243,0,0,1,1,0,0,2,3,1,1,1,5,2,4,1,1,2,1,1,1,1
574.47,2786.5,1785.2,8092,1,1,1,1,2,1,2,1,1,5,2,4,1,1,2,1,1,1,1
317.14,9354.3,2055.1,12479,1,3,2,2,3,3,2,1,1,5,2,4,1,1,2,1,1,1,1
0,2786.5,0,2973.7,0,1,0,1,2,1,1,1,2,5,2,4,1,1,2,1,1,1,1
14067,959.53,52395,731.42,7,2,18,4,3,1,1,1,2,5,2,4,1,1,2,1,1,1,1
5598.9,8864.3,7559.4,5522.1,16,6,20,10,1,2,1,1,2,5,2,4,1,1,2,1,1,1,1
16859,1.92E+05,38212,826.28,17,1,12,4,2,3,1,1,2,5,2,4,1,1,2,1,1,1,1
5854.8,13760,6245.2,14799,4,4,4,3,1,4,1,1,2,5,2,4,1,1,2,1,1,1,1
708.91,915.87,2728.6,1211.9,35,17,39,21,2,1,2,1,2,5,2,4,1,1,2,1,1,1,1
1034.7,2477.8,2813.4,1014.5,21,10,26,14,3,3,2,1,2,5,2,4,1,1,2,1,1,1,1
0,0,959.53,0,0,0,1,0,2,1,3,1,2,5,2,4,1,1,2,1,1,1,1
2786.5,0,2835,0,1,0,1,0,2,1,2,2,2,5,2,4,1,1,2,1,1,1,1
3744.5,53937,34418,74813,21,26,23,26,3,1,1,1,3,5,2,4,1,1,2,1,1,1,1
2642.7,14154,3602.7,17792,12,17,28,22,1,2,1,1,3,5,2,4,1,1,2,1,1,1,1
726.44,62815,10201,40950,3,6,15,12,2,3,1,1,3,5,2,4,1,1,2,1,1,1,1
34587,1.10E+05,8707.1,399.95,1,1,2,1,3,3,1,1,3,5,2,4,1,1,2,1,1,1,1
2786.5,21038,5688.4,67380,1,1,2,2,1,4,1,1,3,5,2,4,1,1,2,1,1,1,1
910.38,1547.1,1118.4,5046.9,33,32,27,30,2,1,2,1,3,5,2,4,1,1,2,1,1,1,1
13358,0,2147.6,23499,2,0,6,2,3,1,2,1,3,5,2,4,1,1,2,1,1,1,1
435.77,5950.1,889.99,9817.9,35,30,38,41,3,3,2,1,3,5,2,4,1,1,2,1,1,1,1
291.09,3771.1,416.89,2693.1,1,1,1,1,2,1,3,1,3,5,2,4,1,1,2,1,1,1,1
0,0,113.78,113.78,0,0,1,1,2,3,4,1,3,5,2,4,1,1,2,1,1,1,1
0,24953,7551.7,23499,0,1,1,1,2,4,1,3,1,4,4,4,1,1,2,1,1,1,1
959.53,2444.4,959.53,1873.9,6,6,6,6,2,1,2,1,1,2,2,5,1,1,2,1,1,1,1
8092,0,0,0,1,0,0,0,1,1,1,1,3,2,1,1,1,2,2,1,1,1,1
6800.8,1.68E+05,23033,1.67E+05,1,1,1,1,3,2,1,1,3,2,1,1,1,2,2,1,1,1,1
8181.9,91977,7236.1,1.93E+05,1,1,2,1,2,3,1,1,3,2,1,1,1,2,2,1,1,1,1
6800.8,1.68E+05,23033,1.67E+05,1,1,1,1,3,4,1,1,3,2,1,1,1,2,2,1,1,1,1
946.42,1321,746.04,777.77,19,19,19,19,1,1,2,1,3,2,1,1,1,2,2,1,1,1,1
1.19E+05,0,78647,0,1,0,1,0,3,1,2,1,3,2,1,1,1,2,2,1,1,1,1
23499,23499,1.55E+05,1.98E+05,1,1,1,1,2,3,1,1,5,1,2,1,1,2,2,1,1,1,1
568.64,2379.4,7102.4,8866.9,1,1,1,1,3,3,2,1,5,3,2,1,1,2,2,1,1,1,1
3421.3,23499,8092,57556,3,3,3,3,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1
2356.4,2557.4,37282,1.20E+05,1,1,1,1,2,3,1,1,1,3,1,2,1,2,2,1,1,1,1
0,0,0,8092,0,0,0,1,3,2,1,1,5,4,2,2,1,2,2,1,1,1,1
2786.5,0,0,0,1,0,0,0,2,4,4,1,1,2,1,3,1,2,2,1,1,1,1
0,0,23499,0,0,0,4,0,1,1,2,1,4,1,2,3,1,2,2,1,1,1,1
603.44,542.96,3736.6,5915.3,1,1,1,1,2,3,2,1,5,1,2,3,1,2,2,1,1,1,1
4370,15477,11408,26711,3,6,3,7,1,1,1,1,1,2,2,4,1,2,2,1,1,1,1
3780.7,38651,3858.1,43952,7,7,7,7,1,2,1,1,1,2,2,4,1,2,2,1,1,1,1
0,6796.8,2912.1,5275,0,3,3,3,2,2,1,1,1,2,2,4,1,2,2,1,1,1,1
2786.5,68243,3012,68243,2,2,5,2,3,2,1,1,1,2,2,4,1,2,2,1,1,1,1
0,0,68243,0,0,0,1,0,3,3,2,1,5,4,2,4,1,2,2,1,1,1,1
59025,1.93E+05,98278,0,3,3,3,0,2,4,1,1,1,2,2,5,1,2,2,1,1,1,1
9510.9,41467,1.30E+05,1.98E+05,8,8,9,11,3,1,1,1,2,1,1,6,1,2,2,1,1,1,1
7431.6,67253,1.07E+05,1.67E+05,28,31,32,29,2,3,1,1,2,1,1,6,1,2,2,1,1,1,1
606.24,8590,5198.8,24476,12,10,13,12,3,4,2,1,2,1,1,6,1,2,2,1,1,1,1
7177.2,45379,94626,1.89E+05,33,34,29,33,3,1,1,1,1,3,1,6,1,2,2,1,1,1,1
9328.3,86447,83248,1.81E+05,50,51,49,48,2,3,1,1,1,3,1,6,1,2,2,1,1,1,1
0,0,4522.8,34931,0,0,1,1,3,3,1,1,1,3,1,6,1,2,2,1,1,1,1
128.65,5164.5,5373.3,9435,2,2,2,2,3,3,2,1,1,3,1,6,1,2,2,1,1,1,1
880.7,9716.8,6878.5,19969,60,49,57,63,3,4,2,1,1,3,1,6,1,2,2,1,1,1,1
830.35,6937,8562,13072,3,3,3,2,3,4,3,1,1,3,1,6,1,2,2,1,1,1,1
